wdir,station_id,lat,lon,date
275.3333333333333,72281,32.8167,-115.65,2016-01-03
173.25,72281,32.8167,-115.65,2016-01-10
286.0,72281,32.8167,-115.65,2016-01-17
274.0,72281,32.8167,-115.65,2016-01-24
285.6666666666667,72281,32.8167,-115.65,2016-01-31
263.6666666666667,72281,32.8167,-115.65,2016-02-07
292.25,72281,32.8167,-115.65,2016-02-14
249.66666666666666,72281,32.8167,-115.65,2016-02-21
299.5,72281,32.8167,-115.65,2016-02-28
226.4,72281,32.8167,-115.65,2016-03-06
256.7142857142857,72281,32.8167,-115.65,2016-03-13
253.25,72281,32.8167,-115.65,2016-03-20
232.5,72281,32.8167,-115.65,2016-03-27
275.0,72281,32.8167,-115.65,2016-04-03
230.0,72281,32.8167,-115.65,2016-04-10
258.57142857142856,72281,32.8167,-115.65,2016-04-17
224.66666666666666,72281,32.8167,-115.65,2016-04-24
250.0,72281,32.8167,-115.65,2016-05-01
224.0,72281,32.8167,-115.65,2016-05-08
151.0,72281,32.8167,-115.65,2016-05-15
272.75,72281,32.8167,-115.65,2016-05-22
222.16666666666666,72281,32.8167,-115.65,2016-05-29
226.0,72281,32.8167,-115.65,2016-06-05
142.66666666666666,72281,32.8167,-115.65,2016-06-12
217.2,72281,32.8167,-115.65,2016-06-19
150.0,72281,32.8167,-115.65,2016-06-26
128.6,72281,32.8167,-115.65,2016-07-03
205.66666666666666,72281,32.8167,-115.65,2016-07-10
199.66666666666666,72281,32.8167,-115.65,2016-07-17
190.0,72281,32.8167,-115.65,2016-07-24
156.75,72281,32.8167,-115.65,2016-07-31
135.66666666666666,72281,32.8167,-115.65,2016-08-07
124.33333333333333,72281,32.8167,-115.65,2016-08-14
193.0,72281,32.8167,-115.65,2016-08-21
176.0,72281,32.8167,-115.65,2016-08-28
171.0,72281,32.8167,-115.65,2016-09-04
188.66666666666666,72281,32.8167,-115.65,2016-09-11
276.5,72281,32.8167,-115.65,2016-09-18
287.0,72281,32.8167,-115.65,2016-09-25
209.0,72281,32.8167,-115.65,2016-10-02
295.5,72281,32.8167,-115.65,2016-10-09
180.0,72281,32.8167,-115.65,2016-10-16
290.0,72281,32.8167,-115.65,2016-10-23
268.5,72281,32.8167,-115.65,2016-10-30
294.0,72281,32.8167,-115.65,2016-11-06
282.0,72281,32.8167,-115.65,2016-11-13
256.3333333333333,72281,32.8167,-115.65,2016-11-20
277.6666666666667,72281,32.8167,-115.65,2016-11-27
284.8333333333333,72281,32.8167,-115.65,2016-12-04
302.0,72281,32.8167,-115.65,2016-12-11
285.6,72281,32.8167,-115.65,2016-12-18
277.0,72281,32.8167,-115.65,2016-12-25
285.0,72281,32.8167,-115.65,2017-01-01
53.0,72281,32.8167,-115.65,2017-01-08
254.0,72281,32.8167,-115.65,2017-01-15
226.0,72281,32.8167,-115.65,2017-01-22
283.7142857142857,72281,32.8167,-115.65,2017-01-29
275.3333333333333,72281,32.8167,-115.65,2017-02-05
269.0,72281,32.8167,-115.65,2017-02-12
214.16666666666666,72281,32.8167,-115.65,2017-02-19
288.75,72281,32.8167,-115.65,2017-02-26
268.1666666666667,72281,32.8167,-115.65,2017-03-05
281.6666666666667,72281,32.8167,-115.65,2017-03-12
277.5,72281,32.8167,-115.65,2017-03-19
245.16666666666666,72281,32.8167,-115.65,2017-03-26
283.6,72281,32.8167,-115.65,2017-04-02
249.25,72281,32.8167,-115.65,2017-04-09
